#& sector superlayer component v0 deltanm tmax distbeta delta_bfield_coefficient b1 b2 b3 b4 delta_T0 c1 c2 c3
1	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
1	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
1	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
1	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
1	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
1	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
2	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
2	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
2	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
2	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
2	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
2	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
3	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
3	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
3	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
3	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
3	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
3	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
4	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
4	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
4	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
4	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
4	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
4	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
5	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
5	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
5	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
5	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
5	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
5	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
6	 1	 0	 0.003609	 0	 153.378167	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004363	 0
6	 2	 0	 0.003340	 0	 160.222512	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004225	 0
6	 3	 0	 0.004501	 0	 305.280000	 0.080000	 0.256792	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003414	 0
6	 4	 0	 0.004524	 0	 340.267000	 0.080000	 0.262783	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003148	 0
6	 5	 0	 0.003321	 0	 678.546472	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001630	 0
6	 6	 0	 0.003300	 0	 752.461747	 0.080000	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001510	 0
